model_n_parameters,model_n_layers,model_n_heads,model_n_positions,model_vocabulary_size,model_relative_attention_max_distance,model_relative_attention_n_buckets,model_is_flash_attention,model_is_encoder_decoder,model_type_codegen,model_type_gpt_bigcode,model_type_gpt_neox,model_type_llama,model_type_mpt,model_type_mt5,model_type_t5,model_torch_dtype_bfloat16,model_torch_dtype_float16,model_torch_dtype_float32,gpu_n_cuda_cores,gpu_n_tensor_cores,gpu_n_rt_cores,gpu_n_sms,gpu_n_rops,gpu_n_tmus,gpu_tflops_cuda_fp32,gpu_tflops_cuda_fp64,gpu_tflops_cuda_mixed,gpu_tflops_tc_fp16,gpu_tflops_tc_bf16,gpu_tflops_tc_fp32,gpu_tflops_tc_tf32,gpu_tflops_tc_fp64,gpu_memory_capacity_gb,gpu_memory_capacity_gb_total,gpu_memory_bandwidth,gpu_system_interface_gen,gpu_compute_capability,gpu_is_sxm,gpu_is_nvlink,gpu_n_gpus,gpu_architecture_Ampere,gpu_architecture_Hopper,gpu_architecture_Turing,gpu_architecture_Volta,num_users,median_itl
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,4,15.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,8,16.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,16,18.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,32,22.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,64,32.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,128,53.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,1,18.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,2,19.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,4,20.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,8,21.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,16,24.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,32,31.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,64,45.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,128,75.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,1,13.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,2,14.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,4,15.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,8,16.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,16,18.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,32,22.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,64,31.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,128,50.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,1,39.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,2,43.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,4,45.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,8,50.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,16,56.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,32,72.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,64,103.0
15.5,40,48,8192.0,49152,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,128,145.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,1,22.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,2,22.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,4,23.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,8,25.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,16,26.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,32,25.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,64,26.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,128,26.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,16.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,17.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,18.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,20.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,28.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,50.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,93.0
13.0,24,64,-1.0,250112,128.0,32.0,0,1,0,0,0,0,0,1,0,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,183.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,1,21.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,2,21.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,4,22.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,8,23.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,16,29.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,32,37.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,64,59.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,24,600,4,8.6,0,0,1,1,0,0,0,128,71.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,1,20.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,2,21.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,4,21.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,8,22.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,16,23.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,32,24.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,64,23.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,128,24.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,15.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,16.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,16.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,17.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,18.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,32.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,56.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,101.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,1,20.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,2,28.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,4,29.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,8,32.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,16,35.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,32,37.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,64,37.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,16,300,3,7.5,0,0,1,0,0,1,0,128,36.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,16,900,3,7.0,0,0,1,0,0,0,1,1,23.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,16,900,3,7.0,0,0,1,0,0,0,1,2,24.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,16,900,3,7.0,0,0,1,0,0,0,1,4,25.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,16,900,3,7.0,0,0,1,0,0,0,1,8,26.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,16,900,3,7.0,0,0,1,0,0,0,1,16,27.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,16,900,3,7.0,0,0,1,0,0,0,1,32,27.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,16,900,3,7.0,0,0,1,0,0,0,1,64,27.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,16,900,3,7.0,0,0,1,0,0,0,1,128,27.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,1,26.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,2,30.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,4,30.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,8,32.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,16,34.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,32,47.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,64,67.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,128,167.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,1,25.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,2,29.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,4,31.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,8,32.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,16,35.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,32,47.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,64,66.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,128,91.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,1,17.0
3.0,24,32,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,2,21.0
