model_n_parameters,model_n_layers,model_n_heads,model_n_positions,model_vocabulary_size,model_relative_attention_max_distance,model_relative_attention_n_buckets,model_is_flash_attention,model_is_encoder_decoder,model_type_codegen,model_type_gpt_bigcode,model_type_gpt_neox,model_type_llama,model_type_mpt,model_type_mt5,model_type_t5,model_torch_dtype_bfloat16,model_torch_dtype_float16,model_torch_dtype_float32,gpu_n_cuda_cores,gpu_n_tensor_cores,gpu_n_rt_cores,gpu_n_sms,gpu_n_rops,gpu_n_tmus,gpu_tflops_cuda_fp32,gpu_tflops_cuda_fp64,gpu_tflops_cuda_mixed,gpu_tflops_tc_fp16,gpu_tflops_tc_bf16,gpu_tflops_tc_fp32,gpu_tflops_tc_tf32,gpu_tflops_tc_fp64,gpu_memory_capacity_gb,gpu_memory_capacity_gb_total,gpu_memory_bandwidth,gpu_system_interface_gen,gpu_compute_capability,gpu_is_sxm,gpu_is_nvlink,gpu_n_gpus,gpu_architecture_Ampere,gpu_architecture_Hopper,gpu_architecture_Turing,gpu_architecture_Volta,num_users,median_itl
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,4,24.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,8,25.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,16,27.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,32,34.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,64,48.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,128,76.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,1,27.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,2,30.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,4,32.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,8,35.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,16,45.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,32,55.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,64,59.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,128,71.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,1,29.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,2,34.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,4,34.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,8,36.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,16,44.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,32,45.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,64,49.0
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,128,62.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,19.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,20.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,21.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,23.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,28.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,34.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,43.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,40.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,1,35.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,2,40.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,4,41.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,8,42.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,16,45.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,32,48.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,64,50.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,128,52.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,1,24.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,2,30.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,4,31.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,8,32.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,16,34.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,32,49.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,64,74.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,128,122.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,1,35.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,2,41.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,4,42.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,8,44.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,16,50.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,32,60.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,64,80.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,128,122.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,1,23.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,2,29.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,4,30.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,8,31.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,16,34.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,32,42.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,64,58.0
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,128,89.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,1,15.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,2,17.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,4,22.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,8,27.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,16,30.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,32,34.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,64,33.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,128,33.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,10.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,11.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,14.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,22.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,35.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,59.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,90.0
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,108.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,1,24.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,2,25.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,4,28.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,8,32.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,16,38.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,32,48.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,64,44.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,128,116.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,13.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,14.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,16.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,18.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,23.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,35.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,60.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,92.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,1,33.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,2,36.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,4,42.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,8,46.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,16,55.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,32,71.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,64,86.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,9216,288,72,72,96,288,31.2,0.97,-1.0,125.0,125.0,62.5,-1.0,-1.0,24,48,600,4,8.6,0,0,2,1,0,0,0,128,151.0
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,1,18.0
