model_n_parameters,model_n_layers,model_n_heads,model_n_positions,model_vocabulary_size,model_relative_attention_max_distance,model_relative_attention_n_buckets,model_is_flash_attention,model_is_encoder_decoder,model_type_codegen,model_type_gpt_bigcode,model_type_gpt_neox,model_type_llama,model_type_mpt,model_type_mt5,model_type_t5,model_torch_dtype_bfloat16,model_torch_dtype_float16,model_torch_dtype_float32,gpu_n_cuda_cores,gpu_n_tensor_cores,gpu_n_rt_cores,gpu_n_sms,gpu_n_rops,gpu_n_tmus,gpu_tflops_cuda_fp32,gpu_tflops_cuda_fp64,gpu_tflops_cuda_mixed,gpu_tflops_tc_fp16,gpu_tflops_tc_bf16,gpu_tflops_tc_fp32,gpu_tflops_tc_tf32,gpu_tflops_tc_fp64,gpu_memory_capacity_gb,gpu_memory_capacity_gb_total,gpu_memory_bandwidth,gpu_system_interface_gen,gpu_compute_capability,gpu_is_sxm,gpu_is_nvlink,gpu_n_gpus,gpu_architecture_Ampere,gpu_architecture_Hopper,gpu_architecture_Turing,gpu_architecture_Volta,num_users,throughput
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,128,242.65833333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,1,49.05833333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,2,68.79166666666667
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,4,118.65
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,8,206.7083333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,16,340.9833333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,32,447.9
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,64,448.5
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,128,411.8083333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,1,33.24166666666667
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,2,54.575
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,4,87.40833333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,8,147.15
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,16,222.51666666666668
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,32,251.39166666666668
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,64,233.63333333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,128,218.475
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,1,49.05833333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,2,69.05
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,4,119.80833333333334
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,8,209.2083333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,16,372.1833333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,32,543.7666666666667
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,64,632.7666666666667
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,128,603.8916666666667
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,1,30.308333333333334
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,2,48.958333333333336
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,4,75.03333333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,8,97.64166666666668
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,16,88.75
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,32,92.04166666666669
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,64,89.58333333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,2560,320,40,40,64,160,8.1,0.25,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,16,64,300,3,7.5,0,0,4,0,0,1,0,128,83.675
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,1,29.066666666666663
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,2,48.28333333333333
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,4,79.89166666666667
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,8,118.1
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,16,143.25
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,32,155.825
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,64,155.98333333333332
11.0,24,64,-1.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,0,0,1,5120,640,0,80,128,320,14.0,7.0,120.0,112.0,-1.0,-1.0,-1.0,-1.0,16,64,900,3,7.0,0,0,4,0,0,0,1,128,150.06666666666666
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,49.05833333333333
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,76.00833333333334
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,127.45833333333331
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,201.8
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,258.40833333333336
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,273.1166666666667
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,251.13333333333333
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,242.50833333333333
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,1,24.475
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,2,39.458333333333336
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,4,68.39166666666667
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,8,113.30833333333334
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,16,153.01666666666668
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,32,157.83333333333334
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,64,154.38333333333333
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,80,1555,4,8.0,0,0,2,1,0,0,0,128,148.11666666666667
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,1,37.95
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,2,56.04166666666666
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,4,94.78333333333332
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,8,166.45
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,16,277.56666666666666
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,32,378.875
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,64,406.6666666666667
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,160,3350,5,9.0,1,1,2,0,1,0,0,128,371.6166666666667
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,1,23.375
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,2,37.875
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,4,66.76666666666667
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,8,106.425
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,16,159.65
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,32,180.86666666666667
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,64,164.85833333333332
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,160,1555,4,8.0,0,0,4,1,0,0,0,128,84.125
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,1,38.80833333333333
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,2,56.35833333333333
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,4,96.11666666666666
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,8,167.60833333333332
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,16,296.90833333333336
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,32,450.64166666666665
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,64,540.45
20.0,32,16,512.0,32128,128.0,32.0,0,1,0,0,0,0,0,0,1,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,320,3350,5,9.0,1,1,4,0,1,0,0,128,534.1666666666666
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,1,58.61666666666667
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,2,94.93333333333334
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,4,138.05833333333334
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,8,164.125
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,16,177.16666666666666
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,32,194.075
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,64,178.66666666666666
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,128,179.39166666666668
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,1,94.475
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,2,148.16666666666666
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,4,211.925
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,8,255.39166666666668
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,16,289.5416666666667
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,32,293.675
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,64,284.425
6.7,32,32,-1.0,50432,-1.0,-1.0,0,0,0,0,0,0,1,0,0,1,0,0,16896,528,0,132,24,528,67.0,34.0,-1.0,1979.0,1979.0,989.0,-1.0,67.0,80,80,3350,5,9.0,1,1,1,0,1,0,0,128,261.6333333333333
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,1,38.63333333333333
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,2,66.04166666666667
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,4,104.19166666666666
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,8,156.275
13.0,40,40,2048.0,32000,-1.0,-1.0,1,0,0,0,0,1,0,0,0,0,1,0,6912,432,0,108,160,432,19.5,9.7,-1.0,312.0,312.0,-1.0,156.0,19.5,40,40,1555,4,8.0,0,0,1,1,0,0,0,16,156.75833333333333
