experiment,method,cv,target,per_model_file,n_train,n_test,R2,MAE,RMSE,MRE,iteration,seed,source,run_folder,summary_path,parent_dir,dal_depth
dcpl_split80_iter18_seed17042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4360894965947275,203.6019576214298,542.0876883513768,482.1827429180454,18,17042,dcpl_gate,2026-01-31_031346,results/runs/20260130_104106/30x_dcpl/2026-01-31_031346/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter19_seed18042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.444421198926527,216.28470649512653,618.0039751414511,469.43654195851536,19,18042,dcpl_gate,2026-01-31_032145,results/runs/20260130_104106/30x_dcpl/2026-01-31_032145/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter20_seed19042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4176986377819666,205.60202409459805,619.7309609054931,449.57092903027245,20,19042,dcpl_gate,2026-01-31_032911,results/runs/20260130_104106/30x_dcpl/2026-01-31_032911/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter21_seed20042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.3680845457242683,200.28492341425823,590.9625622184168,419.5905520478339,21,20042,dcpl_gate,2026-01-31_033632,results/runs/20260130_104106/30x_dcpl/2026-01-31_033632/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter22_seed21042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.482196868166438,192.93296812205992,553.8743434896193,467.50180292758745,22,21042,dcpl_gate,2026-01-31_034348,results/runs/20260130_104106/30x_dcpl/2026-01-31_034348/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter23_seed22042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.455610287195727,204.30579606969349,580.1793370916373,476.3263858978348,23,22042,dcpl_gate,2026-01-31_035100,results/runs/20260130_104106/30x_dcpl/2026-01-31_035100/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter24_seed23042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4320052819096325,210.8025340602152,621.4529109653257,490.78281934404595,24,23042,dcpl_gate,2026-01-31_035814,results/runs/20260130_104106/30x_dcpl/2026-01-31_035814/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter25_seed24042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4704605879086975,202.12479697712507,527.1500840612866,506.8381859599411,25,24042,dcpl_gate,2026-01-31_040534,results/runs/20260130_104106/30x_dcpl/2026-01-31_040534/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter26_seed25042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4483103241223125,185.9646243040974,527.1330972603395,439.7013639811152,26,25042,dcpl_gate,2026-01-31_041247,results/runs/20260130_104106/30x_dcpl/2026-01-31_041247/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter27_seed26042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.3742908509471859,195.61839967889964,549.29789247102,474.5365828737246,27,26042,dcpl_gate,2026-01-31_042021,results/runs/20260130_104106/30x_dcpl/2026-01-31_042021/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter28_seed27042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4574729069581754,209.23669874446267,562.4534856658343,579.9063648665641,28,27042,dcpl_gate,2026-01-31_042830,results/runs/20260130_104106/30x_dcpl/2026-01-31_042830/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter29_seed28042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4416649680672131,210.6259290012702,575.067785185404,535.4458278818815,29,28042,dcpl_gate,2026-01-31_043628,results/runs/20260130_104106/30x_dcpl/2026-01-31_043628/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter30_seed29042,dcpl_gate_lr,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.3915799680475834,203.44407464327503,569.79745819512,469.66544718573135,30,29042,dcpl_gate,2026-01-31_044423,results/runs/20260130_104106/30x_dcpl/2026-01-31_044423/permodel_split80_dcpl_summary_gate-lr.csv,,
dcpl_split80_iter01_seed42,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4434879058932307,200.26377889771985,575.2549020143022,333.81937870738733,1,42,dcpl_gate,2026-01-30_152523,results/runs/20260130_104106/30x_dcpl/2026-01-30_152523/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter02_seed1042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4883711615842933,194.5922623308856,595.1623397728725,224.3462211612039,2,1042,dcpl_gate,2026-01-30_153312,results/runs/20260130_104106/30x_dcpl/2026-01-30_153312/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter03_seed2042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4483959783042439,182.74289690603615,553.8894044039833,223.4584358365916,3,2042,dcpl_gate,2026-01-30_154101,results/runs/20260130_104106/30x_dcpl/2026-01-30_154101/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter04_seed3042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4830135810054798,198.34386287505416,599.1343949501277,306.3155320420018,4,3042,dcpl_gate,2026-01-30_154845,results/runs/20260130_104106/30x_dcpl/2026-01-30_154845/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter05_seed4042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.3910062164388456,210.6512648503309,603.1107665299014,261.93884517802053,5,4042,dcpl_gate,2026-01-30_155708,results/runs/20260130_104106/30x_dcpl/2026-01-30_155708/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter06_seed5042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5108117360748872,191.5859723514435,576.544698485151,277.5671565096314,6,5042,dcpl_gate,2026-01-30_160448,results/runs/20260130_104106/30x_dcpl/2026-01-30_160448/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter07_seed6042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4838877234654449,198.7347985678842,561.0791993697812,353.7602534468567,7,6042,dcpl_gate,2026-01-30_161234,results/runs/20260130_104106/30x_dcpl/2026-01-30_161234/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter08_seed7042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5288534266507396,177.95681766393216,486.0439627167244,286.0976934976365,8,7042,dcpl_gate,2026-01-30_162059,results/runs/20260130_104106/30x_dcpl/2026-01-30_162059/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter09_seed8042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5347897882982091,187.1050432564599,510.0799892752355,302.01472582416943,9,8042,dcpl_gate,2026-01-30_163022,results/runs/20260130_104106/30x_dcpl/2026-01-30_163022/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter10_seed9042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5116171919694126,189.30536504340725,503.6338381056348,294.37999297003563,10,9042,dcpl_gate,2026-01-30_163915,results/runs/20260130_104106/30x_dcpl/2026-01-30_163915/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter11_seed10042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5086468349654496,195.32141714888985,582.7105023084183,279.78911624113346,11,10042,dcpl_gate,2026-01-30_164800,results/runs/20260130_104106/30x_dcpl/2026-01-30_164800/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter12_seed11042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4455497304757111,197.35820732276727,570.0081851716368,268.5344029473933,12,11042,dcpl_gate,2026-01-30_165548,results/runs/20260130_104106/30x_dcpl/2026-01-30_165548/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter13_seed12042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4211254395875122,220.68520815940184,609.3234585953355,465.4849906732268,13,12042,dcpl_gate,2026-01-30_170340,results/runs/20260130_104106/30x_dcpl/2026-01-30_170340/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter14_seed13042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4356324868987409,186.1631723112367,497.1654613485985,280.34217144485666,14,13042,dcpl_gate,2026-01-30_171157,results/runs/20260130_104106/30x_dcpl/2026-01-30_171157/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter15_seed14042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5266846073090881,190.53833046419015,567.0390863312842,341.93134023784097,15,14042,dcpl_gate,2026-01-30_172044,results/runs/20260130_104106/30x_dcpl/2026-01-30_172044/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter16_seed15042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4083452220952285,194.5344477291591,541.9245176933301,379.466774578236,16,15042,dcpl_gate,2026-01-30_172956,results/runs/20260130_104106/30x_dcpl/2026-01-30_172956/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter17_seed16042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4374427321555771,195.79540441041735,540.326854385512,280.80446155298773,17,16042,dcpl_gate,2026-01-30_173900,results/runs/20260130_104106/30x_dcpl/2026-01-30_173900/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter18_seed17042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4575340583004962,186.05534138584113,531.6804484489223,294.7319451152026,18,17042,dcpl_gate,2026-01-30_174802,results/runs/20260130_104106/30x_dcpl/2026-01-30_174802/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter19_seed18042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4583865730783466,210.3302571823758,610.1872750866967,432.8366650979777,19,18042,dcpl_gate,2026-01-30_175658,results/runs/20260130_104106/30x_dcpl/2026-01-30_175658/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter20_seed19042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4223549722376758,201.3721396884011,617.2481686851618,396.3295003757251,20,19042,dcpl_gate,2026-01-30_180555,results/runs/20260130_104106/30x_dcpl/2026-01-30_180555/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter21_seed20042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4209688919813238,191.5255549246618,565.6938129900274,316.682449880894,21,20042,dcpl_gate,2026-01-30_181520,results/runs/20260130_104106/30x_dcpl/2026-01-30_181520/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter22_seed21042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5192852821151337,173.7375821231661,533.6697929399161,227.7509799828196,22,21042,dcpl_gate,2026-01-30_182415,results/runs/20260130_104106/30x_dcpl/2026-01-30_182415/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter23_seed22042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4857798973208455,193.0614255426836,563.8736858122685,360.71292409602125,23,22042,dcpl_gate,2026-01-30_183402,results/runs/20260130_104106/30x_dcpl/2026-01-30_183402/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter24_seed23042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4705395666383919,194.8113214730808,600.0021871265259,363.40589503322207,24,23042,dcpl_gate,2026-01-30_184255,results/runs/20260130_104106/30x_dcpl/2026-01-30_184255/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter25_seed24042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5008619522827852,181.6113422942251,511.7943341028163,263.38401953260365,25,24042,dcpl_gate,2026-01-30_185206,results/runs/20260130_104106/30x_dcpl/2026-01-30_185206/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter26_seed25042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4334987961450744,207.87342379111575,534.1623518795361,336.02099018853824,26,25042,dcpl_gate,2026-01-30_190128,results/runs/20260130_104106/30x_dcpl/2026-01-30_190128/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter27_seed26042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4096975514293655,185.7934301171356,533.530157189022,327.46569107067035,27,26042,dcpl_gate,2026-01-30_191040,results/runs/20260130_104106/30x_dcpl/2026-01-30_191040/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter28_seed27042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4452851630272155,207.02043207217375,568.7360901594083,305.8412955523119,28,27042,dcpl_gate,2026-01-30_191952,results/runs/20260130_104106/30x_dcpl/2026-01-30_191952/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter29_seed28042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5342750540824183,201.00151492241363,525.2140688772018,450.6651033157872,29,28042,dcpl_gate,2026-01-30_192933,results/runs/20260130_104106/30x_dcpl/2026-01-30_192933/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter30_seed29042,dcpl_gate_nn,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4783281541330734,191.77804375935705,527.6153896943966,450.1429496343085,30,29042,dcpl_gate,2026-01-30_193909,results/runs/20260130_104106/30x_dcpl/2026-01-30_193909/permodel_split80_dcpl_summary_gate-nn.csv,,
dcpl_split80_iter01_seed42,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4664559715523091,202.29107440079707,563.2590216947582,280.95127164083755,1,42,dcpl_gate,2026-01-30_194834,results/runs/20260130_104106/30x_dcpl/2026-01-30_194834/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter02_seed1042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4494443607613555,209.6839090901215,617.3885092668819,301.45000849973496,2,1042,dcpl_gate,2026-01-30_195828,results/runs/20260130_104106/30x_dcpl/2026-01-30_195828/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter03_seed2042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4722855425042254,192.81565568250048,541.7623767157573,320.8057718627948,3,2042,dcpl_gate,2026-01-30_200826,results/runs/20260130_104106/30x_dcpl/2026-01-30_200826/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter04_seed3042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4390254700417442,206.3942893603352,624.10298043562,289.2692219255192,4,3042,dcpl_gate,2026-01-30_201829,results/runs/20260130_104106/30x_dcpl/2026-01-30_201829/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter05_seed4042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4639216045501354,202.64503348272711,565.8545393338648,307.91363289953307,5,4042,dcpl_gate,2026-01-30_202832,results/runs/20260130_104106/30x_dcpl/2026-01-30_202832/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter06_seed5042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5485053514712923,190.5181669818966,553.8871271666691,310.43635881296706,6,5042,dcpl_gate,2026-01-30_203831,results/runs/20260130_104106/30x_dcpl/2026-01-30_203831/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter07_seed6042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4871638464801422,200.42529705303184,559.2955847538167,300.0080559882943,7,6042,dcpl_gate,2026-01-30_204820,results/runs/20260130_104106/30x_dcpl/2026-01-30_204820/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter08_seed7042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4740475403250074,183.78246734828753,513.5358650020371,293.0915688849853,8,7042,dcpl_gate,2026-01-30_205811,results/runs/20260130_104106/30x_dcpl/2026-01-30_205811/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter09_seed8042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5494678234908281,184.5738900510281,501.9686254205408,280.27961588387836,9,8042,dcpl_gate,2026-01-30_210758,results/runs/20260130_104106/30x_dcpl/2026-01-30_210758/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter10_seed9042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4353786346378755,192.4778969513548,541.5185920353142,321.2410102765558,10,9042,dcpl_gate,2026-01-30_211743,results/runs/20260130_104106/30x_dcpl/2026-01-30_211743/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter11_seed10042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4043171167109403,203.07080117823747,641.5987764924114,320.9126697932429,11,10042,dcpl_gate,2026-01-30_212807,results/runs/20260130_104106/30x_dcpl/2026-01-30_212807/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter12_seed11042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4670498184459849,198.3910428271408,558.8472264264392,287.70076846246286,12,11042,dcpl_gate,2026-01-30_213755,results/runs/20260130_104106/30x_dcpl/2026-01-30_213755/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter13_seed12042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4368452618031422,204.243975891132,600.9931716345252,294.6719883018492,13,12042,dcpl_gate,2026-01-30_214744,results/runs/20260130_104106/30x_dcpl/2026-01-30_214744/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter14_seed13042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.444002315995922,183.0210535003762,493.46509464533136,275.509819470671,14,13042,dcpl_gate,2026-01-30_215739,results/runs/20260130_104106/30x_dcpl/2026-01-30_215739/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter15_seed14042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5029101929552697,191.99821020248177,581.1056671493711,295.7756958814624,15,14042,dcpl_gate,2026-01-30_220743,results/runs/20260130_104106/30x_dcpl/2026-01-30_220743/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter16_seed15042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4278355552871895,190.614688187018,532.923712936628,321.213513384374,16,15042,dcpl_gate,2026-01-30_221743,results/runs/20260130_104106/30x_dcpl/2026-01-30_221743/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter17_seed16042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4590161463673921,193.03449488307896,529.8651232057505,300.535979541771,17,16042,dcpl_gate,2026-01-30_222745,results/runs/20260130_104106/30x_dcpl/2026-01-30_222745/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter18_seed17042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4428720059602428,194.21155498927203,538.8178101203556,285.5330175045439,18,17042,dcpl_gate,2026-01-30_223828,results/runs/20260130_104106/30x_dcpl/2026-01-30_223828/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter19_seed18042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4065214353921157,210.7089685092141,638.735352900356,265.1515894979034,19,18042,dcpl_gate,2026-01-30_224932,results/runs/20260130_104106/30x_dcpl/2026-01-30_224932/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter20_seed19042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.443196454567979,203.0955880246346,606.0106917034352,301.11049373731186,20,19042,dcpl_gate,2026-01-30_230046,results/runs/20260130_104106/30x_dcpl/2026-01-30_230046/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter21_seed20042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.469474155564031,194.66243378200716,541.4816620321855,303.90596933577035,21,20042,dcpl_gate,2026-01-30_231151,results/runs/20260130_104106/30x_dcpl/2026-01-30_231151/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter22_seed21042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4980651233548826,188.94500588230233,545.3214722640699,323.0349577078738,22,21042,dcpl_gate,2026-01-30_232249,results/runs/20260130_104106/30x_dcpl/2026-01-30_232249/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter23_seed22042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4764415702993961,194.1489869084901,568.9706717776078,281.3577279863729,23,22042,dcpl_gate,2026-01-30_233311,results/runs/20260130_104106/30x_dcpl/2026-01-30_233311/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter24_seed23042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5028241036912042,199.3616825688761,581.4215315211321,321.6423289868427,24,23042,dcpl_gate,2026-01-30_234304,results/runs/20260130_104106/30x_dcpl/2026-01-30_234304/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter25_seed24042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4445681170864944,190.8202909527086,539.8841012967616,313.5295657172465,25,24042,dcpl_gate,2026-01-30_235236,results/runs/20260130_104106/30x_dcpl/2026-01-30_235236/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter26_seed25042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4254128485594844,185.19317364063377,537.9610245314088,307.8703664058696,26,25042,dcpl_gate,2026-01-31_000202,results/runs/20260130_104106/30x_dcpl/2026-01-31_000202/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter27_seed26042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4154719602884844,183.77195729458737,530.9142163343238,289.16254973727683,27,26042,dcpl_gate,2026-01-31_001211,results/runs/20260130_104106/30x_dcpl/2026-01-31_001211/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter28_seed27042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.3931469479714642,198.85385520864384,594.8639728194444,290.9710680445384,28,27042,dcpl_gate,2026-01-31_002306,results/runs/20260130_104106/30x_dcpl/2026-01-31_002306/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter29_seed28042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.5179553489320715,193.5047299144567,534.336983737413,275.8951409991011,29,28042,dcpl_gate,2026-01-31_003253,results/runs/20260130_104106/30x_dcpl/2026-01-31_003253/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter30_seed29042,dcpl_gate_rf,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.3760772726896116,197.53749374243213,577.0110872015165,299.98580657621267,30,29042,dcpl_gate,2026-01-31_004247,results/runs/20260130_104106/30x_dcpl/2026-01-31_004247/permodel_split80_dcpl_summary_gate-rf.csv,,
dcpl_split80_iter01_seed42,dcpl_gate_ridge,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4133659563594322,209.64675967174455,590.6179691820251,456.1976647433688,1,42,dcpl_gate,2026-01-30_113023,results/runs/20260130_104106/30x_dcpl/2026-01-30_113023/permodel_split80_dcpl_summary_gate-ridge.csv,,
dcpl_split80_iter02_seed1042,dcpl_gate_ridge,split80_20,Target_throughput_tokens_per_sec,data_ibm_mpt-7b-instruct2,15268,3818,0.4137302860576544,219.5206399000556,637.0986198934748,470.7534675030298,2,1042,dcpl_gate,2026-01-30_113652,results/runs/20260130_104106/30x_dcpl/2026-01-30_113652/permodel_split80_dcpl_summary_gate-ridge.csv,,
