Workload_smpnum,Workload_reqnum,Workload_num_users,Workload_requests,records,NonAI_n_gpus,Workload_n_input_tokens,Workload_n_output_tokens,AI_model_is_flash_attention,AI_model_n_parameters,AI_model_is_encoder_decoder,AI_model_n_positions,AI_model_n_heads,AI_model_n_layers,AI_model_relative_attention_max_distance,AI_model_relative_attention_n_buckets,AI_model_vocabulary_size,NonAI_gpu_n_tensor_cores,NonAI_gpu_n_rt_cores,NonAI_gpu_n_cuda_cores,NonAI_gpu_n_sms,NonAI_gpu_n_rops,NonAI_gpu_n_tmus,NonAI_gpu_tflops_cuda_mixed,NonAI_gpu_tflops_cuda_fp32,NonAI_gpu_tflops_cuda_fp64,NonAI_gpu_tflops_tc_bf16,NonAI_gpu_tflops_tc_fp16,NonAI_gpu_tflops_tc_fp32,NonAI_gpu_tflops_tc_tf32,NonAI_gpu_tflops_tc_fp64,NonAI_gpu_memory_capacity_gb,NonAI_gpu_memory_bandwidth,NonAI_gpu_system_interface_gen,NonAI_gpu_compute_capability,NonAI_gpu_is_sxm,NonAI_gpu_is_nvlink,NonAI_gpu_n_gpus,NonAI_gpu_memory_capacity_gb_total,Workload_sequence_length,AI_model_torch_dtype_num,Target_latency_ms
687,7,128,1,1.0,4,96.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,116.0,1,4732.0
542,22,128,1,1.0,1,11.0,1.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,12.0,2,946.0
800,59,64,1,1.0,2,140.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,160.0,2,2469.0
366,29,2,1,1.0,2,85.0,6.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,91.0,1,100.0
152,33,64,1,1.0,1,87.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,107.0,1,1789.0
316,35,128,1,1.0,4,86.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,106.0,2,2583.0
526,41,4,1,1.0,4,89.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,109.0,2,1053.0
135,23,128,1,1.0,1,52.0,2.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,54.0,2,2139.0
496,15,128,1,1.0,2,335.0,11.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,346.0,2,3166.0
639,0,128,1,1.0,2,100.0,6.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,106.0,1,1323.0
603,14,16,1,1.0,4,9.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,10.0,2,93.0
538,53,64,1,1.0,2,89.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,109.0,1,1568.0
284,0,128,1,1.0,1,90.0,31.0,0,13.0,1,2048.0,64,24,128.0,32.0,250112,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,121.0,2,4692.0
173,23,32,1,1.0,4,96.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,640,0,5120,80,128,320,120.0,14.0,7.0,-1.0,112.0,-1.0,-1.0,-1.0,16,900,3,7.0,0,0,4,64,116.0,2,2530.0
501,27,128,1,1.0,2,19.0,1.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,20.0,2,1954.0
394,27,64,1,1.0,4,11.0,1.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,12.0,2,1127.0
321,60,16,1,1.0,1,182.0,4.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,186.0,1,158.0
296,21,16,1,1.0,2,6.0,1.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,7.0,1,226.0
356,107,4,1,1.0,4,874.0,2.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,4,64,876.0,1,287.0
671,19,128,1,1.0,4,12.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,13.0,1,354.0
540,34,16,1,1.0,2,140.0,5.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,145.0,1,248.0
214,3,128,1,1.0,2,52.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,72.0,1,11810.0
304,17,128,1,1.0,2,86.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,106.0,2,3333.0
104,70,32,1,1.0,2,93.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,113.0,1,974.0
927,43,32,1,1.0,2,83.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,2,32,103.0,1,3187.0
600,3,64,1,1.0,2,23.0,1.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,24.0,0,657.0
0,5,128,1,1.0,2,244.0,50.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,294.0,1,15511.0
831,59,8,1,1.0,2,11.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,2,32,12.0,1,529.0
651,122,4,1,1.0,2,457.0,2.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,459.0,0,128.0
786,137,16,1,1.0,2,87.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,107.0,1,798.0
822,20,32,1,1.0,1,88.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,108.0,1,1019.0
595,12,128,1,1.0,4,8.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,9.0,1,876.0
235,93,32,1,1.0,2,161.0,12.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,173.0,2,837.0
438,110,32,1,1.0,4,9.0,1.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,10.0,0,366.0
489,173,1,1,1.0,1,79.0,30.0,0,13.0,1,2048.0,64,24,128.0,32.0,250112,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,109.0,2,513.0
622,28,64,1,1.0,2,20.0,1.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,21.0,1,553.0
219,12,16,1,1.0,4,90.0,20.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,110.0,2,814.0
120,7,64,1,1.0,4,17.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,18.0,1,159.0
80,4,64,1,1.0,4,13.0,1.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,14.0,2,351.0
99,0,128,1,1.0,4,10.0,1.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,11.0,2,3097.0
276,15,128,1,1.0,1,732.0,13.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,745.0,2,8559.0
685,61,128,1,1.0,2,364.0,2.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,366.0,1,554.0
398,62,8,1,1.0,2,87.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,2,32,107.0,1,1204.0
886,0,128,1,1.0,1,17.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,18.0,1,2462.0
480,38,64,1,1.0,4,26.0,1.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,27.0,2,343.0
675,116,4,1,1.0,1,563.0,5.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,1,24,568.0,2,425.0
865,29,64,1,1.0,4,9.0,1.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,10.0,0,1252.0
822,28,64,1,1.0,1,88.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,108.0,1,1648.0
333,6,1,1,1.0,1,563.0,11.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,1,16,574.0,2,505.0
515,8,16,1,1.0,2,11.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,12.0,2,477.0
419,15,128,1,1.0,4,88.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,108.0,1,2250.0
665,140,32,1,1.0,4,90.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,110.0,2,623.0
497,80,4,1,1.0,4,67.0,2.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,69.0,2,279.0
376,24,64,1,1.0,2,87.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,107.0,1,3665.0
570,5,128,1,1.0,1,18.0,1.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,640,0,5120,80,128,320,120.0,14.0,7.0,-1.0,112.0,-1.0,-1.0,-1.0,16,900,3,7.0,0,0,1,16,19.0,2,15537.0
827,18,128,1,1.0,2,96.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,116.0,1,6485.0
791,14,16,1,1.0,4,182.0,64.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,246.0,0,3255.0
213,48,128,1,1.0,4,123.0,6.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,129.0,1,551.0
183,13,128,1,1.0,2,17.0,50.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,67.0,0,15789.0
323,3,16,1,1.0,2,84.0,20.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,104.0,2,1184.0
158,75,32,1,1.0,1,85.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,105.0,1,1437.0
193,45,16,1,1.0,2,79.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,99.0,2,1181.0
164,102,64,1,1.0,4,15.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,16.0,1,397.0
686,37,32,1,1.0,2,31.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,32.0,2,392.0
766,29,32,1,1.0,4,11.0,1.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,640,0,5120,80,128,320,120.0,14.0,7.0,-1.0,112.0,-1.0,-1.0,-1.0,16,900,3,7.0,0,0,4,64,12.0,2,2055.0
581,193,1,1,1.0,2,47.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,67.0,2,576.0
433,69,64,1,1.0,4,109.0,2.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,111.0,1,369.0
110,16,32,1,1.0,1,96.0,4.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,1,16,100.0,2,5726.0
475,9,128,1,1.0,1,89.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,109.0,1,4020.0
78,155,32,1,1.0,2,84.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,104.0,1,656.0
866,44,64,1,1.0,2,93.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,113.0,1,1823.0
158,12,128,1,1.0,4,85.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,105.0,1,2293.0
445,7,128,1,1.0,1,457.0,2.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,459.0,2,1605.0
184,29,128,1,1.0,1,87.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,107.0,2,2438.0
225,383,2,1,1.0,4,23.0,1.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,24.0,2,41.0
127,53,32,1,1.0,1,100.0,5.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,105.0,1,269.0
770,37,32,1,1.0,2,13.0,1.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,14.0,0,424.0
586,19,128,1,1.0,2,85.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,105.0,2,3901.0
701,9,128,1,1.0,2,58.0,43.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,640,0,5120,80,128,320,120.0,14.0,7.0,-1.0,112.0,-1.0,-1.0,-1.0,16,900,3,7.0,0,0,2,32,101.0,2,11630.0
332,33,128,1,1.0,1,39.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,40.0,1,2031.0
191,92,32,1,1.0,2,85.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,105.0,2,1586.0
51,24,64,1,1.0,2,364.0,36.0,0,11.0,1,2048.0,64,24,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,400.0,2,4779.0
446,114,32,1,1.0,4,26.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,27.0,1,73.0
248,60,128,1,1.0,2,182.0,17.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,199.0,1,2175.0
343,9,128,1,1.0,4,84.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,104.0,1,2006.0
127,26,32,1,1.0,2,100.0,5.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,105.0,2,358.0
649,6,64,1,1.0,4,244.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,4,64,264.0,1,13096.0
625,12,32,1,1.0,4,364.0,2.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,366.0,1,290.0
769,30,16,1,1.0,4,47.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,320,40,2560,40,64,160,65.0,8.1,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,16,300,3,7.5,0,0,4,64,67.0,2,1967.0
435,30,16,1,1.0,1,563.0,27.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,1,24,590.0,2,2245.0
626,50,128,1,1.0,2,10.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,2,160,11.0,1,277.0
439,35,128,1,1.0,4,13.0,4.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,17.0,2,373.0
103,4,128,1,1.0,4,15.0,1.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,16.0,1,1071.0
348,26,64,1,1.0,4,91.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,111.0,1,896.0
363,17,128,1,1.0,1,286.0,22.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,308.0,1,3574.0
426,4,128,1,1.0,1,79.0,36.0,0,20.0,1,512.0,16,32,128.0,32.0,32128,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,115.0,0,10691.0
123,13,32,1,1.0,1,14.0,1.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,15.0,1,251.0
927,24,32,1,1.0,1,83.0,20.0,1,15.5,0,8192.0,48,40,0.0,0.0,49152,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,1,40,103.0,2,1741.0
707,30,32,1,1.0,2,8.0,1.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,288,72,9216,72,96,288,-1.0,31.2,0.97,125.0,125.0,62.5,-1.0,-1.0,24,600,4,8.6,0,0,2,48,9.0,1,771.0
340,61,16,1,1.0,2,85.0,20.0,1,20.6,0,2048.0,64,44,0.0,0.0,50432,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,2,80,105.0,1,1148.0
374,15,64,1,1.0,4,85.0,20.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,432,0,6912,108,160,432,-1.0,19.5,9.7,312.0,312.0,-1.0,156.0,19.5,40,1555,4,8.0,0,0,4,160,105.0,1,2390.0
514,33,128,1,1.0,4,85.0,20.0,1,13.0,0,2048.0,40,40,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,4,320,105.0,1,2158.0
801,47,4,1,1.0,4,47.0,20.0,0,3.0,1,512.0,32,24,128.0,32.0,32128,640,0,5120,80,128,320,120.0,14.0,7.0,-1.0,112.0,-1.0,-1.0,-1.0,16,900,3,7.0,0,0,4,64,67.0,2,927.0
317,147,16,1,1.0,1,244.0,50.0,1,7.0,0,2048.0,32,32,0.0,0.0,32000,528,0,16896,132,24,528,-1.0,67.0,34.0,1979.0,1979.0,989.0,-1.0,67.0,80,3350,5,9.0,1,1,1,80,294.0,1,1086.0
